mr,taxonomy,n_values
444,A,"12643,14983,16857,18965,19977,22475,24607,25284,25285,25286,28063,28448,29163,29563,29966,29967,32809,33259,33713,33714,33715,35515,36911,37417,37928,37930,39417,39954,39955,42091,42095,43745,44345,44950,44951,44953,46719,47353,49214,49215,49889,50568,50570,50572,50573,53273,55367,56121,56126,56127,56896,58326,58327,59126,59127,59932,59933,59934,59937,63137,63143,65618,65619,66518,66519,67426,67427,67428,67429,67430,69127,70075,70079,71030,71031,71035,73822,73823,74834,74835,75856,75860,75861,77769,78831,78834,78835,79908,79909,79910,79915,83051,84182,84183,84190,84191,87490,87491,88690,88691,89900,89901,89902,89905,89906,89907,92169,93433,93438,93439,94706,94707,94713,94715,98428,98429,98430,98431,99771,99778,99779,101136,101140,101141,101144,101146,103691,105113,105119,106545,106546,106547,106553,106555,110734,110735,112242,112243,112252,112253,112254,113792,116652,116653,116654,118247,118252,118253,118254,119864,119866,119868,119869,119873,119874,119875,124577,124585,126274,126275,126286,126287,131236,131237,131238,131241,133036,133037,133038,134852,134853,134854,134856,134858,134860,134861,138254,138255,140150,140151,140158,140159,142060,142061,142062,142070,142071,142073,147644,147645,147646,147647,147655,149657,149659,149668,149669,149670,151712,151720,151722,155537,155538,155539,157662,157663,157668,157669,157670,157679,159816,159818,159820,159821,159825,159830,159831,159833,166102,166103,166113,168364,168365,168366,168367,168379,168380,168381,168382,174980,174981,174982,174987,177371,177380,177381,177382,179800,179802,179804,179805,179810,179811,179812,179813,179814,184338,184339,184347,186859,186866,186867,186876,186877,186878,189412,189413,189414,189426,189427,189430,189431,194203,196856,196858,196860,196861,196862,196863,196873,199542,199543,199545,199556,199557,199558,199563,202272,202280,202282,202288,202292,202293,207382,207383,207385,207391,210217,210225,210226,210227,210238,210239,213090,213091,213092,213093,213094,213106,213107,213110,213111,218475,218479,221468,221469,221470,221471,221483,224484,224485,224486,224489,224504,224505,224506,224508,224509,227584,233304,233306,233308,233309,236494,236495,236504,236506,236508,236509,236519,239728,239732,239733,239736,239738,239746,239747,239748,239749,239750,245785,249145,249154,249155,249169,249170,249171,252548,252549,252550,252551,252555,252569,252572,252573,252574,258937,262472,262474,262476,262477,262481,262482,262483,262497,266057,266072,266074,266076,266077,269704,269706,269708,269709,269712,269716,269717,269720,269722,276508,276509,276510,276513,276521,280289,280300,280301,280302,280316,280317,280318,284120,284121,284122,284124,284125,284140,284141,284142,284146,284147,291305,295288,295290,295292,295293,295294,295295,295310,295311,299313,299314,299315,299318,299319,299336,299338,299340,299341,299345,303424,303440,303444,303445,311074,311075,311076,311077,311078,311083,311087,315324,315325,315326,315336,315338,315340,315341,315345,315358,315359,319632,319636,319637,319640,319642,319650,319651,319660,319661,319662,319665,319666,319667,327713,327719,332193,332204,332205,332206,332207,332225,332226,332227,336728,336730,336732,336733,336734,336735,336751,336758,336759,336760,336762,336764,336765,340639,345249,349960,349962,349964,349965,349969,349974,349975,349977,349999,354742,354743,354747,354760,354762,354764,354765,354769,354779,359600,359604,359605,359608,359610,359620,359621,359622,359624,359626,359628,359629,363759,368676,368677,368678,368683,368694,368695,373718,373719,373732,373733,373734,373752,373754,373756,373757,378824,378826,378827,378828,378829,378833,378852,378853,378854,378860,378861,378862,388406,388407,393712,393716,393717,393720,393722,393724,393725,393726,393746,393747,399084,399085,399086,399090,399091,399099,399112,399114,399116,399117,399121,399126,399127,404544,404560,404564,404565,404576,404584,404586,404593,414764,414765,414766,414769,414770,414771,414777,414782,414783,420433,420434,420435,420450,420451,420452,420453,420454,420463,420476,420477,420478,426180,426181,426182,426184,426186,426188,426189,426201,426212,426213,426214,426220,426221,426222,436950,436951,436958,436959,436971,442936,442938,442940,442941,442942,442943,442966,442967,442969,442971,448968,448970,448972,448973,448977,448978,448979,448987,449001,449008,449010,449011,449012,449013,449016,449018,454185,455168,466608,466612,466613,466616,466618,466625,466631,466633,466635,466665,472988,472989,472990,473008,473012,473013,473016,473018,473025,473031,473038,473039,479456,479464,479466,479472,479473,479476,479477,479492,479493,479494,479496,479498,479500,479501,479505,491569,491570,491571,491577,491579,491593,498290,498291,498308,498309,498310,498311,498315,498338,498339,498340,498341,498342,498343,505096,505098,505100,505101,505102,505103,505105,505110,505111,505127,505137,505138,505139,505144,505146,505148,505149,510959,517867,517874,517875,517887,524944,524948,524949,524952,524954,524962,524963,524964,524965,524966,524994,524995,524999,532113,532114,532115,532121,532144,532148,532149,532152,532154,532161,532167,532169,539408,539412,539413,539416,539418,539424,539432,539434,539440,539444,539445,539457,545639,553016,553018,553020,553021,553025,553026,553027,553042,553043,553071,560577,560578,560579,560600,560601,560602,560604,560605,560617,560632,560634,560636,560637,568240,568241,568242,568243,568244,568245,568248,568250,568267,568280,568282,568284,568285,568292,568293,568294,582601,582610,582611,582687,590576,590580,590581,590584,590586,590588,590589,590590,590620,590621,590622,590625,598626,598627,598628,598629,598630,598636,598637,598638,598649,598672,598676,598677,598680,598681,598682,598690,598691,598695,606848,606880,606888,606890,613791,622148,622149,622150,622152,622154,622155,622156,622157,622166,622167,622174,622175,622177,622215,630648,630650,630651,630652,630653,630672,630676,630677,630680,630682,630690,630691,630695,630703,630716,630717,630718,639264,639272,639274,639280,639284,639285,639297,639300,639301,639302,639307,639320,639322,639324,639325,639330,639331,639332,639333,639334,646683,655425,655426,655427,655438,655439,655457,655471,664386,664387,664408,664410,664412,664413,664414,664415,664431,664443,664450,664451,664452,664453,664454,664455,664457,673456,673460,673461,673464,673466,673468,673469,673470,673473,673479,673481,673502,673503,673516,673517,673518,673520,673524,673525,673528,673530,681278,681279,690489,690498,690499,699920,699924,699925,699928,699930,699938,699939,699947,699948,699949,699950,699953,699954,699955,699993,699998,699999,709483,709484,709485,709486,709494,709495,709520,709524,709525,709528,709530,709538,709539,709547,709551,709558,709559,719200,719208,719210,719216,719217,719220,719221,719240,719242,719244,719245,719248,719252,719253,719256,719258,727518,727519,737352,737354,737356,737357,737361,737366,737367,737369,737388,737389,737390,747436,747437,747438,747439,747464,747466,747467,747468,747469,747473,747489,747499,747504,747508,747509,747512,747514,747515,757648,757652,757653,757654,757655,757656,757657,757658,757666,757667,757689,757691,757704,757706,757708,757709,757713,757720,757722,757724,757725,757743,757755,766439,776801,776812,776813,776814,776831,787424,787432,787434,787440,787441,787444,787445,787448,787450,787452,787453,787492,787493,787494,787499,796519,798168,798169,798170,798172,798173,798180,798181,798182,798198,798199,798224,798228,798229,798232,798234,798241,798242,798243,798251,798252,798253,798254,798255,809088,809120,809128,809130,809152,809168,809172,809173,809186,809187,818459,818479,829528,829530,829532,829533,829538,829539,829540,829541,829542,829551,829554,829555,829564,829565,829566,829569,829575,829607,829627,840866,840867,840868,840869,840870,840900,840901,840902,840904,840906,840908,840909,840921,840926,840927,840937,840952,840954,840955,840956,840957,850543,852360,852362,852364,852365,852368,852372,852373,852376,852378,852401,852402,852403,852409,852424,852426,852428,852429,852433,852440,852441,852442,852444,852445,852475,873900,873901,873902,873915,873916,873917,873918,873942,873943,873961,874031,885849,885872,885876,885877,885880,885882,885884,885885,885886,885932,885933,885934,885937,885938,885939,885942,885943,897936,897940,897941,897944,897946,897954,897955,897956,897957,897958,897963,897967,897974,897975,898002,898003,898016,898020,898021,898022,898024,898026,898032,898033,898036,898037,898043,908271,908370,908371,910336,920665,920667,920679,920687,920703,920767,933216,933224,933226,933232,933233,933236,933237,933250,933251,933255,933262,933263,933265,933266,933267,933270,933271,933273,933279,933323,933330,933331,945976,945977,945978,945979,945980,945981,945993,946011,946016,946024,946026,946032,946033,946036,946037,946043,946050,946051,946055,946062,946063,946075,946076,946077,946078,946087,958912,958928,958932,958933,958944,958946,958947,958952,958954,958961,958984,958986,958988,958989,958992,958993,958996,958997,959000,959002,959010,959011,959019,959035,970025,983138,983139,983140,983141,983142,983154,983155,983158,983159,983175,983185,983186,983187,983207,996580,996581,996582,996585,996616,996618,996620,996621,996622,996623,996625,996630,996631,996647,996665,996676,996677,996678,996680,996682,996683,996684,996685,996686,996687,1010192,1010196,1010197,1010200,1010202,1010204,1010205,1010206,1010209,1010210,1010211,1010219,1010220,1010221,1010222,1010247,1010254,1010255,1010274,1010275,1010276,1010277,1010278,1010288,1010292,1010293,1010296,1010298,1010299,1021918,1021919,1035734,1035735,1035748,1035749,1035750,1035751,1035774,1035775,1035783"
444,B,"889,1778,3556,4741,6321,7112,9482,12642,14224,18964"
