mr,taxonomy,n_values
1821,A,"19429,25905,29144,38858,51111,51810,51811,58288,69081,72775,76667,77716,77717,86251,92107,97033,102222,102223,103620,103621,103622,109163,115001,116576,122809,122811,129377,136297,138161,138162,138163,145550,145551,153334,153335,155432,155434,163745,172502,172503,181729,184214,184215,184217,194066,194067,204444,204445,204446,207240,207242,207244,207245,218326,218327,218331,230002,230003,233152,242305,245618,245619,245622,245623,258754,258755,272593,272594,272595,276322,276323,276324,276325,276326,287175,291100,291101,291102,306668,306669,306670,310864,310868,310869,323073,327490,327491,327497,345004,345005,345006,363457,363458,363459,368428,368429,368430,368433,368434,368435,382911,388132,388133,388134,388143,408888,408890,408892,408893,414480,414484,414485,414488,414490,430763,430767,430783,436652,436653,436654,436662,436663,453807,460004,460005,460006,466304,484609,484610,484611,491236,491237,491238,491244,491245,491246,510535,517508,517509,517510,517515,545186,545187,545188,545189,545190,552644,552645,552646,552648,552650,552652,552653,574350,574351,574367,574377,582200,582202,582204,582205,582215,582217,613336,613338,613340,613341,613351,621728,621736,621738,646145,646146,646147,646151,646175,654980,654981,654982,654987,654993,654994,654995,680711,680713,680731,680743,690008,690010,690012,690013,717127,726914,726915,726916,726917,726918,726919,736856,736858,736860,736861,736866,736867,736868,736869,736870,765801,765803,765807,765822,765823,776264,776266,776268,776269,776273,776286,776287,776289,817776,817780,817781,817784,817786,817801,828960,828968,828970,828976,828980,828981,861526,861527,861529,861534,861535,861551,861566,861567,873304,873306,873308,873309,873323,873324,873325,873326,907614,907615,907617,907623,907641,907657,920008,920010,920012,920013,920017,920027,920043,932608,956169,969218,969219,969220,969221,969222,969225,969227,969263,982472,982474,982476,982477,982481,982488,982489,982490,982492,982493,1007359,1021067,1021070,1021071,1021087,1021097,1021115,1035016,1035018,1035020,1035021,1035025,1035030,1035031,1035049,1035051"
1821,B,"3643,7286,14572"
