mr,taxonomy,n_values
576,A,"4099,5465,6149,7675,8197,8198,8635,9715,10233,10929,10930,10931,11513,12296,12298,12953,14573,15350,15351,16392,16394,16396,16397,17270,17271,18448,19430,20466,20467,21858,21859,21860,21861,21862,23026,23027,24592,24596,24597,25906,25907,27289,27291,29145,29146,29149,30700,30701,30702,30703,32784,32788,32789,32792,32794,34540,34541,34542,36385,36896,38859,38860,38861,38865,40383,40932,40933,40934,40937,42543,43716,43717,43718,43720,43722,43724,43725,46052,46053,46054,46055,48513,49184,49192,49194,51812,51813,51814,54577,54578,54579,54582,54583,58289,58290,58291,58292,58293,58298,60571,60575,61400,61402,61404,61405,61406,61407,63815,64683,65568,65576,65578,65584,65588,65589,68143,69080,69082,69083,69084,69085,71787,72769,72770,72771,72777,73792,77718,77719,77720,77721,77722,77730,77731,80761,80766,80767,81864,81866,81868,81869,81873,81874,81875,85086,85087,87432,87434,87436,87437,87440,87444,87445,87448,87450,90857,90863,92104,92106,92108,92109,92110,92111,92113,95723,97025,97026,97027,97035,98368,98384,98388,98389,100843,102215,103624,103625,103626,103627,103628,103629,103641,107681,107689,109154,109155,109156,109157,109158,109164,109165,109166,113449,116578,116579,116580,116581,116582,116584,116586,116593,116596,116597,121142,121143,121150,121151,122800,122804,122805,122808,122810,122812,122813,122814,122817,127630,127631,129366,129367,129369,131136,131152,131156,131157,131168,131176,131178,131185,134457,136286,136287,136295,136303,138160,138164,138165,138166,138167,138168,138169,138170,138171,138187,143574,143575,143585,145538,145539,145540,145541,145542,145553,145554,145555,145563,147584,151265,153323,153339,155436,155437,155438,155440,155441,155442,155443,155444,155445,155457,155460,155461,155462,155467,161522,161523,161532,161533,161534,163728,163732,163733,163736,163738,163746,163747,163748,163749,163750,163755,163759,163783,170172,170173,170174,170175,172489,172491,172507,172519,174864,174868,174869,174872,174874,174880,174888,174890,174896,174900,174901,174913,181714,181715,181726,181727,181735,181737,184208,184212,184213,184216,184218,184220,184221,184222,184225,184226,184227,184249,184251,191433,191446,191447,194050,194051,194052,194053,194054,194059,194070,194071,194073,196736,196768,196776,196778,201686,201687,204430,204431,204443,204455,207248,207249,207250,207251,207252,207253,207254,207255,207256,207257,207258,207281,207282,207283,207289,212475,215362,215363,215367,215377,215378,215379,218308,218309,218310,218312,218314,218316,218317,218328,218329,218330,218332,218333,218345,218377,226897,226898,226899,229985,229995,229999,230009,230011,230025,233156,233157,233158,233160,233162,233164,233165,233168,233172,233173,233186,233187,233192,233194,233201,233217,239035,242284,242285,242286,242300,242301,242302,242313,242367,245600,245608,245610,245616,245617,245620,245621,245624,245626,245628,245629,245633,245634,245635,245639,245665,245675,255243,255259,255260,255261,255262,255263,255279,258732,258733,258734,258737,258738,258739,258745,258759,258761,258763,258779,262272,262304,262312,262314,262336,262352,262356,262357,262370,262371,268914,268915,272572,272573,272574,272575,272590,272591,272603,272606,272607,276320,276328,276330,276332,276333,276334,276336,276337,276338,276339,276340,276341,276342,276343,276374,276375,276377,276385,283303,287148,287149,287150,287167,287169,287170,287171,291076,291077,291078,291080,291082,291084,291085,291089,291105,291106,291107,291108,291109,291110,291115,291126,291127,291169,295168,302511,302529,302530,302531,306646,306647,306651,306665,306678,306679,306681,306683,306735,310872,310874,310876,310877,310880,310882,310883,310884,310885,310886,310888,310890,310897,310914,310915,310920,310922,310924,310925,310934,310935,318713,318715,323044,323045,323046,323051,323064,323066,323068,323069,327456,327464,327466,327472,327476,327477,327489,327492,327493,327494,327496,327498,327499,327500,327501,327505,327510,327511,327513,327518,327519,327547,327553,327566,327567,327591,340344,340345,340346,340348,340349,340350,340351,344977,344978,344979,344982,344983,344985,344993,344999,345014,345015,345017,345019,345031,345038,345039,349728,349736,349738,349744,349748,349749,349760,349776,349780,349781,349792,349800,349802,349809,349826,349827,358553,358555,363428,363429,363430,363433,363452,363453,363454,363470,363471,363474,363475,363551,368416,368424,368426,368432,368436,368437,368440,368442,368443,368444,368445,368449,368450,368451,368452,368453,368454,368457,368459,368491,368498,368499,368502,368503,368513,377737,382865,382866,382867,382875,382889,382892,382893,382894,382895,382919,388100,388101,388102,388104,388106,388107,388108,388109,388113,388118,388119,388135,388139,388140,388141,388142,388145,388146,388147,388153,388167,388169,388203,388225,393472,393536,393552,393556,393557,397935,403371,403372,403373,403374,403375,408860,408861,408862,408863,408871,408886,408887,408903,408905,408910,408911,414496,414498,414499,414500,414501,414502,414504,414506,414508,414509,414510,414512,414513,414514,414515,414516,414517,414529,414553,414562,414563,414564,414565,414566,414578,414579,424950,424951,424953,424955,430724,430725,430726,430731,430734,430735,430751,430754,430755,430756,430757,430758,430779,430875,436616,436618,436620,436621,436624,436628,436629,436632,436634,436656,436657,436658,436659,436660,436661,436664,436665,436666,436673,436681,436683,436690,436691,436729,436737,436743,436754,436755,453767,453787,453793,453794,453795,453796,453797,453798,453799,453801,459969,459970,459971,459975,459977,459979,459990,459991,459998,459999,460011,460018,460019,460022,460023,460025,460041,460050,460051,460103,466312,466314,466316,466317,466320,466324,466325,466328,466330,466336,466344,466346,466372,466373,466374,466384,466388,466389,466402,466403,466434,466435,478063,478070,478071,478073,478075,484568,484570,484572,484573,484577,484587,484600,484602,484604,484605,484626,484627,484633,484635,484734,484735,491200,491216,491220,491221,491232,491234,491235,491240,491242,491248,491249,491252,491253,491256,491257,491258,491265,491266,491267,491268,491269,491270,491271,491275,491278,491279,491321,491330,491331,491337,491350,491351,491387,503649,510486,510487,510489,510495,510511,510518,510519,510520,510522,510523,510524,510525,510526,510527,510558,510559,510591,517464,517466,517468,517469,517474,517475,517476,517477,517478,517490,517491,517499,517513,517518,517519,517521,517522,517523,517526,517527,517529,517537,517547,517551,517558,517559,517633,524544,524608,524624,524628,524629,524672,524704,524712,524714,524740,524741,524742,537828,537829,537830,537833,537835,545144,545146,545148,545149,545150,545151,545161,545180,545181,545182,545206,545207,545211,545212,545213,545214,545215,545223,545307,545327,552640,552656,552660,552661,552664,552665,552666,552668,552669,552672,552674,552675,552676,552677,552678,552680,552682,552684,552685,552686,552689,552705,552737,552748,552749,552750,552753,552754,552755,552770,552771,552811,566601,566606,566607,574296,574298,574300,574301,574313,574334,574335,574338,574339,574340,574341,574342,574343,574379,582152,582154,582156,582157,582160,582161,582164,582165,582168,582170,582178,582179,582187,582203,582209,582210,582211,582212,582213,582214,582216,582218,582219,582220,582221,582230,582231,582241,582247,582251,582252,582253,582254,582305,582319,582338,582339,590336,596903,605022,605023,605031,605049,605057,605058,605059,605060,605061,605062,605063,605065,605067,613292,613293,613294,613295,613302,613303,613305,613307,613321,613330,613331,613355,613356,613357,613358,613362,613363,613366,613367,613401,613470,613471,621744,621748,621749,621752,621754,621760,621764,621765,621766,621768,621770,621772,621773,621776,621780,621781,621794,621795,621828,621829,621830,621840,621844,621845,621848,621850,621868,621869,621870,621883,621913,637417,637426,637427,637430,637431,637433,646088,646090,646092,646093,646097,646102,646103,646127,646128,646132,646133,646136,646138,646169,646171,646177,646215,646313,654912,654928,654932,654933,654944,654952,654954,654961,654978,654979,654984,654986,654988,654989,654992,654996,654997,654998,654999,655000,655002,655009,655010,655011,655020,655021,655022,655025,655026,655027,655033,655035,655036,655037,655038,655094,655095,655106,655107,655111,655115,655132,655133,655134,655182,655183,671487,671527,680649,680651,680667,680681,680688,680690,680691,680692,680693,680696,680697,680698,680699,680700,680701,680702,680745,689954,689955,689956,689957,689958,689963,689964,689965,689966,689969,689970,689971,689979,689986,689987,689998,689999,690017,690025,690027,690028,690029,690030,690034,690035,690038,690039,690049,690062,690063,690075,690076,690077,690078,690087,690139,690155,690177,699456,699472,699476,699477,699488,699496,699498,699505,699520,699552,699560,699562,699584,699600,699604,699605,699618,699619,699652,699653,699654,707451,717063,717095,717105,717106,717107,717110,717111,717113,726856,726858,726860,726861,726865,726866,726867,726881,726904,726906,726908,726909,726939,726940,726941,726942,726943,726948,726949,726950,726953,727102,727103,736832,736848,736852,736853,736864,736872,736874,736880,736881,736884,736885,736886,736887,736888,736890,736891,736898,736899,736900,736901,736902,736904,736906,736907,736908,736909,736913,736914,736915,736918,736919,736982,736983,736996,736997,736998,737004,737005,737006,737026,737027,737031,737081,755467,755474,755475,765730,765731,765732,765733,765734,765739,765743,765750,765751,765767,765778,765779,765784,765785,765786,765787,765788,765789,765790,765791,765838,765839,765855,765887,774559,776200,776202,776204,776205,776208,776209,776212,776213,776214,776215,776216,776218,776226,776227,776236,776237,776238,776249,776270,776271,776278,776279,776280,776281,776282,776284,776285,776290,776291,776292,776293,776294,776306,776307,776321,776327,776329,776334,776335,776337,776338,776339,776406,776407,776425,776427,776450,776451,776455,785127,786944,787072,787104,787112,787114,795870,795871,795883,806695,806697,806742,806743,806744,806745,806746,806748,806749,806750,806751,806753,815995,817720,817722,817723,817724,817725,817726,817727,817737,817742,817743,817755,817761,817772,817773,817774,817806,817807,817809,817810,817811,817817,817820,817821,817822,817823,817835,817851,817867,817961,817991,828992,828996,828997,828998,829000,829002,829003,829004,829005,829008,829012,829013,829016,829018,829020,829021,829024,829026,829027,829028,829029,829030,829032,829034,829041,829058,829059,829105,829106,829107,829124,829125,829126,829128,829130,829132,829133,829156,829157,829158,829177,829217,838447,849855,849889,849900,849901,849902,849903,849906,849907,849910,849911,849915,861448,861450,861452,861453,861457,861462,861463,861468,861469,861470,861471,861487,861502,861503,861508,861509,861510,861511,861512,861514,861515,861516,861517,861558,861559,861561,861569,861750,861751,873232,873236,873237,873240,873242,873248,873256,873258,873264,873268,873269,873281,873305,873312,873314,873315,873316,873317,873318,873320,873322,873328,873329,873330,873331,873332,873333,873345,873346,873347,873351,873361,873362,873363,873366,873367,873369,873371,873377,873380,873381,873382,873458,873459,873474,873475,873479,873481,873486,873487,873508,873509,873510,873577,873583,895355,895369,907531,907534,907535,907547,907574,907575,907586,907587,907588,907589,907590,907592,907594,907595,907596,907597,907598,907599,907601,907602,907603,907659,917995,919938,919939,919940,919941,919942,919943,919950,919951,919953,919954,919955,919958,919959,919961,919975,919980,919981,919982,919996,919997,919998,920022,920023,920033,920036,920037,920038,920044,920045,920046,920050,920051,920065,920082,920083,920091,920100,920101,920102,920103,920185,920206,920207,920239,932624,932628,932629,932632,932634,932640,932648,932650,932656,932660,932661,932672,932673,932688,932692,932693,932744,932746,932748,932749,932768,932776,932778,932804,932805,932806,932825,932868,932869,932870,932875,956126,956127,956139,956140,956141,956142,956143,956146,956147,956150,956151,956155,969136,969140,969141,969144,969146,969153,969154,969155,969174,969175,969191,969200,969204,969205,969208,969210,969252,969253,969254,969255,969257,969265,969266,969267,969270,969271,969323,969327,969435,969447,969468,969469,969470,982400,982432,982440,982442,982464,982468,982469,982470,982480,982484,982485,982496,982498,982499,982504,982506,982512,982513,982514,982515,982516,982517,982521,982530,982531,982532,982533,982534,982536,982538,982539,982540,982541,982542,982543,982545,982550,982551,982553,982556,982557,982558,982567,982587,982642,982643,982660,982661,982662,982667,982673,982674,982675,982700,982701,982702,982774,982775,1007231,1007275,1007289,1007291,1007298,1007299,1020972,1020973,1020974,1020977,1020978,1020979,1020985,1020990,1020991,1020999,1021001,1021022,1021023,1021036,1021037,1021038,1021040,1021044,1021045,1021046,1021047,1021048,1021049,1021050,1021052,1021053,1021054,1021116,1021117,1021118,1021179,1021182,1021183,1032745,1034928,1034932,1034933,1034936,1034938,1034945,1034948,1034949,1034950,1034952,1034953,1034954,1034956,1034957,1034969,1034980,1034981,1034982,1034998,1034999,1035026,1035027,1035036,1035037,1035038,1035041,1035042,1035043,1035044,1035045,1035046,1035052,1035053,1035054,1035057,1035058,1035059,1035074,1035075,1035094,1035095,1035099,1035102,1035103,1035105,1035113,1035116,1035117,1035118,1035131,1035209,1035233,1035243,1035266,1035267,1035271,1035273"
576,B,"1153,1537,2049,2306,3074,4098,4612,6148,8196,9224"
